Packet ID,Modal Type,Hop Latency (ms),e2e Delay (ms),Queue Occupancy,IAT (us),Hop Jitter (us),e2e Jitter (us),Is Anomaly
4,GEO,1.420009196416194,6.117549251283897,0.27230129480735404,97.07479660427117,13.155494119998497,26.310988239996995,0
6,GEO,1.182665027776684,5.1429935539352725,4.491117534262887,101.68652348222436,106.56547654622494,213.1309530924499,0
7,GEO,1.3089786864080193,5.6188072437671135,0.9324335635570631,98.99407237325777,99.22982794884113,198.45965589768227,0
9,GEO,1.5054408071287892,6.384425877227622,1.2513157717327494,98.07122228030416,33.04301975392719,66.08603950785438,0
20,GEO,1.4827410438227207,6.272779726672758,3.958526122048784,99.02953621343269,39.025509348225626,78.05101869645125,0
21,GEO,1.4903092019587088,6.344616815760859,0.033614015973572026,102.4885683677461,85.90884393126818,171.81768786253636,0
27,GEO,1.4592998172006215,6.219049686146898,5.57318786625903,102.76268263315562,101.43853567428135,202.8770713485627,1
28,GEO,2.6280657684738946,11.178514073913018,12.822011107316667,41.460887889353145,96.007254934875,192.01450986975,1
29,GEO,3.023591536466581,13.167068213612236,18.712984395144105,26.56749334349891,48.216572194630174,96.43314438926035,1
34,GEO,6.668944365776879,29.07144720708898,38.87843705462458,20.626359158141497,47.48739570389032,94.97479140778064,1
37,GEO,10.01618005851041,42.855999340348035,38.80643188755008,18.656329817819223,86.99745057768163,173.99490115536327,1
53,GEO,11.282324525172497,48.595059998038195,54.30695445758778,21.121554604258556,85.37787059021099,170.75574118042198,1
58,GEO,14.297053733491117,61.40604181103068,75.54010221139227,19.602133278045798,107.5061956321477,215.0123912642954,1
63,GEO,13.341737340673365,54.08145742287668,65.49374507425509,21.389363560370928,183.39514211399046,366.7902842279809,1
68,GEO,1.1019283960748685,4.827861420197227,0.0049813820198569385,100.35086618333993,20.498638415339208,40.997276830678416,0
71,GEO,1.326346148429438,5.767828862235011,1.8632552629774604,98.06450750706765,85.91150727504463,171.82301455008925,0
74,GEO,1.1239165747029536,4.834070785182558,1.1676948698331084,99.53461086977225,55.33247897055521,110.66495794111042,0
75,GEO,1.184547093285306,5.095087079261914,1.0854553041055734,102.36072775747616,45.072662438342405,90.14532487668481,0
77,GEO,1.219581850274,5.320505908045841,0.9533842650625995,102.58489787699025,85.18849415648408,170.37698831296817,0
81,GEO,1.3997902631730526,6.004946548104288,3.9552870087636327,102.96875063973229,85.37979635995804,170.75959271991607,0
84,GEO,1.5237598443868015,6.556257868373546,2.6470986988057645,100.4504546154598,67.77837065096365,135.5567413019273,0
