Packet ID,Modal Type,Hop Latency (us),e2e Delay (us),Queue Occupancy (kb),IAT (ns),Hop Jitter (ns),e2e Jitter (ns),Is Anomaly
2,FlexIP,2.4757192552443015,10.531421819876567,263.17723692590744,389.66409742014963,31.258036953501946,62.51607390700389,0
16,FlexIP,2.6248400892564376,11.072202697217092,250.2860294861809,398.0055995253249,65.18380699563374,130.3676139912675,0
20,FlexIP,1.9873722035441586,8.605124230243051,272.8014096928482,390.73793433969564,153.1488826371303,306.2977652742606,0
27,FlexIP,2.1259592304446047,9.136559200907891,159.79218648983635,407.03719807593853,74.27117060349237,148.54234120698473,0
37,FlexIP,2.615344090403547,11.231062703685671,241.8163705737613,391.6384087069964,158.9857552034119,317.9715104068238,0
46,FlexIP,2.0230068973438087,8.818308769916081,283.74486044314096,393.0392830202019,25.788466927065667,51.57693385413133,0
57,FlexIP,2.2176140902824075,9.676822105845924,257.7312441102017,397.35759121029076,133.47460131374456,266.9492026274891,0
58,FlexIP,2.2597681929484907,9.613308374877825,275.00350577102404,403.042286238712,125.41227224604101,250.82454449208203,0
59,FlexIP,2.239256837792657,9.610163312305541,92.82270281728366,392.20829656624045,196.2715875272208,392.5431750544416,0
61,FlexIP,2.0492124738447477,8.807412195134644,260.916290000622,390.839332075574,165.4092664220852,330.8185328441704,0
68,FlexIP,1.9768365319805383,8.622844309253242,240.89026039277923,400.4267073079104,155.15803159516784,310.3160631903357,0
72,FlexIP,1.9727231707098392,8.664347866621664,254.63992810436253,406.48313762083166,184.4451343399819,368.8902686799638,0
75,FlexIP,2.5339130910231864,10.79984102178549,229.78971205307224,406.984337201832,26.938741870576997,53.877483741153995,0
77,FlexIP,2.167833788496244,9.2832860001932,180.17206125012032,388.1762721881718,165.46019155795045,330.9203831159009,0
81,FlexIP,2.349753489689228,10.156539678025393,163.62796046186583,397.96885113290455,93.78401102373945,187.5680220474789,0
113,FlexIP,2.5046380150129566,10.653914375085076,219.85713142140253,405.1009121338308,123.41141348242172,246.82282696484344,0
139,FlexIP,2.3277587995080613,9.962910151574501,154.79646306016403,403.7626210366431,90.87882541101808,181.75765082203617,0
157,FlexIP,1.9495510156717273,8.474377587261245,228.91627560837958,410.34970931528426,91.38029921769805,182.7605984353961,0
162,FlexIP,2.285531769934158,9.762752715154532,321.63513069530035,401.73067700005663,39.77678850826613,79.55357701653226,0
