Packet ID,Modal Type,Hop Latency (us),e2e Delay (us),Queue Occupancy (kb),IAT (ns),Hop Jitter (ns),e2e Jitter (ns),Is Anomaly
2,IPv4,2.052482173891633,8.723923384100308,222.03198920231245,405.41258324417885,137.6233769447471,275.2467538894942,0
12,IPv4,1.795040847806091,7.67606118308544,271.6215386629981,391.1483972860919,100.75238926941721,201.50477853883442,0
14,IPv4,2.046680997652268,8.743379364188424,287.730747788866,400.26746804923147,106.32658720426494,212.65317440852988,0
18,IPv4,1.8975349778462116,8.022631635198012,244.44276553446704,399.79562224149834,141.79059652515937,283.58119305031875,0
21,IPv4,1.5007969992705323,6.479528064204627,135.81815993157738,404.13247699611776,62.46438687429189,124.92877374858378,0
28,IPv4,1.9493361985502449,8.326880279775137,160.00458660582973,407.0702212592726,150.26795202923748,300.53590405847496,0
35,IPv4,1.7193908587941007,7.418356349662222,82.75060221207448,401.75420273863335,40.54626266491276,81.09252532982552,0
73,IPv4,11.60499543780684,51.04259116281236,3688.965824852251,84.79762209471176,28.82249035512227,57.64498071024454,1
77,IPv4,14.802210794094144,64.34092813217815,3456.41174670146,83.10646603840385,115.84296562231329,231.68593124462657,1
81,IPv4,16.8708188461508,73.19532755363994,4178.117481607305,83.51930390041035,249.9458958141659,499.8917916283318,1
83,IPv4,12.746390078161005,51.84490698020741,1740.603694127685,86.10432229253549,126.68885851933992,253.37771703867983,1
84,IPv4,16.19125987195554,65.83921366967495,3241.3462481727483,75.77458339276848,187.87188199391045,375.7437639878209,1
95,IPv4,1.6539118821661283,7.11936164548694,268.9555190096786,391.03886762401794,135.07588797081067,270.15177594162134,0
112,IPv4,1.9166850138487521,8.123123482546086,278.6396787809413,392.2584021269739,90.22403673377553,180.44807346755107,0
116,IPv4,1.8353538646432241,7.888216875855548,143.46155291463393,410.64463904062274,85.39215254101045,170.7843050820209,0
128,IPv4,1.7094909080488114,7.376377670485067,233.7594388680583,398.956918810883,101.34896533978251,202.69793067956502,0
135,IPv4,1.488806463570837,6.41944793677859,290.8330145451555,394.3411344862563,33.211399635002785,66.42279927000557,0
142,IPv4,1.6021637508083622,6.85640010533752,285.178323239697,399.15218247175164,148.47670152594188,296.95340305188375,0
144,IPv4,1.739929062580558,7.507798123089388,259.2310749530326,397.576906992404,44.119579698019955,88.23915939603991,0
156,IPv4,1.4686927904219287,6.429709741857892,84.1941540531356,395.12000044570283,76.33317831544892,152.66635663089784,0
158,IPv4,1.9435608861618343,8.286299128059767,128.3791546253957,393.651875565375,75.39357808294278,150.78715616588556,0
159,IPv4,2.0348272681172364,8.745878264286231,196.78728646428556,404.63549348461913,60.60572083551348,121.21144167102696,0
168,IPv4,1.7889088100833228,7.708528817400067,160.56224006112652,403.3702261610773,17.841270751678554,35.68254150335711,0
171,IPv4,1.8526781851830996,8.010261690186327,266.3509291418959,391.01940341457504,43.57562858818911,87.15125717637822,0
177,IPv4,1.6291802526969894,7.136644258151898,237.61343271089473,394.6187041925454,22.701942778101223,45.40388555620245,0
178,IPv4,1.5329769200194974,6.636214451050844,103.15000692196344,389.0764664839666,65.62649663717764,131.25299327435528,0
183,IPv4,1.9581383896703168,8.291316523738372,149.801897214919,390.1569957946999,101.09024832340211,202.18049664680422,0
185,IPv4,1.510099395004327,6.577741935881812,267.1196331975037,399.31662178188077,29.19279295376827,58.38558590753654,0
193,IPv4,1.5906561233733647,6.9643138376991995,125.18635116369322,397.3208251710455,105.09899786851712,210.19799573703423,0
198,IPv4,1.5964134165845156,6.962043903789972,247.8379686886065,410.6760432578903,156.0807350186433,312.1614700372866,0
203,IPv4,1.530255350943035,6.682382948288829,204.29991411697483,390.8785817178153,83.45630202275787,166.91260404551574,0
204,IPv4,1.6165509055271394,7.0225102692120185,148.77591914288274,391.87512685816483,53.67936148222422,107.35872296444845,0
209,IPv4,1.962079469681532,8.330410201890215,288.5542646323976,389.71827237927073,31.690471135439374,63.38094227087875,0
215,IPv4,1.609481075399527,6.985304396272182,141.03931951818657,409.9335837730232,57.074947582323965,114.14989516464793,0
222,IPv4,1.9371754374415033,8.223968815974347,106.88709506998208,397.74589933791435,130.99186499318697,261.98372998637393,0
226,IPv4,1.5773330759387143,6.9282690931044275,131.81669854631343,397.55392026285546,100.75189665563389,201.50379331126777,0
236,IPv4,1.8078375585786206,7.756302419826235,235.05309513352495,403.78143456005506,112.07930520876218,224.15861041752436,0
245,IPv4,2.077053267339657,8.931789733637343,266.53466340819784,401.6315994178353,69.69052257244249,139.38104514488498,0
247,IPv4,1.73880122670272,7.390349736141259,218.49672952211617,389.10030454464766,74.99536851618316,149.99073703236633,0
250,IPv4,1.9223949882117095,8.16932103998879,216.06775382569532,396.77835758160785,136.70463722935207,273.40927445870415,0
261,IPv4,1.7333871712786992,7.4051339583060845,172.09974629307652,403.24642378694665,152.39580753133788,304.79161506267576,0
262,IPv4,1.568521793693423,6.818399958143479,132.18027232767898,394.7388033232088,16.78784511892525,33.5756902378505,0
265,IPv4,2.0184206566850857,8.660147976751768,182.50632927677248,400.9369664481154,49.05095794024923,98.10191588049847,0
266,IPv4,1.5604499105766927,6.799286048754535,240.00688156519257,394.63286750499316,77.00187588586854,154.0037517717371,0
276,IPv4,2.039234273817449,8.719625812144956,215.45439881849063,411.01115773327405,98.77562175613302,197.55124351226604,0
278,IPv4,1.8426747963077277,7.824997898836459,157.18513755718223,389.10749164653794,23.909526080756272,47.819052161512545,0
282,IPv4,1.8539972428405433,7.9920035247822145,113.9200162370356,406.1134153201722,26.677743234558783,53.355486469117565,0
286,IPv4,1.6533894911532934,7.0578079275833625,214.69250437253223,399.18758328948275,35.95711960891192,71.91423921782383,0
289,IPv4,1.843492801514062,7.8286131273942114,85.69857464488305,389.4479466636029,129.50213777492027,259.00427554984054,0
296,IPv4,1.5804334598218206,6.924798072625389,111.2804623216746,404.6088449026993,120.18662978536183,240.37325957072366,0
306,IPv4,1.4906236624776432,6.493084771103137,291.30664708607867,388.51820546870385,48.135112016976784,96.27022403395357,0
318,IPv4,1.8885173862289883,8.127009593991211,254.61004452270186,407.4400222092731,23.322122334427,46.644244668854,0
322,IPv4,1.731277988787909,7.448744156960458,179.64214360713072,396.3250995460802,53.498742401099435,106.99748480219887,0
328,IPv4,1.6202343865334996,6.927370069466522,95.27889442488654,392.64369027926017,17.971469012897906,35.94293802579581,0
331,IPv4,1.674869863796095,7.1776437903605705,298.572431884838,393.5905347279537,50.072271880448376,100.14454376089675,0
334,IPv4,2.038255466059508,8.654468166160633,224.0768092177302,409.3939003149716,153.38646067728857,306.77292135457714,0
343,IPv4,1.8243060418208983,7.760777673764963,119.38189426663618,409.81795243916406,81.45679006132572,162.91358012265144,0
346,IPv4,1.4709513862422852,6.402311182821432,105.74368226547652,397.6005745957107,156.2606638209962,312.5213276419924,0
350,IPv4,1.9754886829214142,8.391067577968274,276.4403130974396,402.260165534055,34.15913632003236,68.31827264006472,0
364,IPv4,1.6884478109355865,7.207575484453855,173.4150376981264,406.99715934876286,60.156678163946836,120.31335632789367,0
366,IPv4,2.027682936624129,8.670553923240309,155.8611986396299,410.2408853292843,26.705786550426932,53.411573100853865,0
368,IPv4,2.0442524136657445,8.76790533250486,165.7392203534562,403.22883349169814,58.63744350533409,117.27488701066818,0
370,IPv4,1.9100750460789924,8.214697201773703,127.94813263349803,391.65277342288664,63.078485847261085,126.15697169452217,0
372,IPv4,1.9866600114856432,8.568158546273763,282.78731003469284,392.35913836300284,91.5745260586527,183.1490521173054,0
375,IPv4,1.8791580434584125,8.093995816545705,113.3807655245298,408.36426203623137,117.42082187445409,234.84164374890818,0
378,IPv4,1.5737695643669167,6.880351396987528,107.09437955746397,390.54109475517447,26.692493403254936,53.38498680650987,0
380,IPv4,1.5518882141056778,6.77689632831695,102.72980521732843,389.6937265669437,64.59846920482714,129.19693840965428,0
