Packet ID,Modal Type,Hop Latency (ms),e2e Delay (ms),Queue Occupancy,IAT (us),Hop Jitter (us),e2e Jitter (us),Is Anomaly
8,MF,0.5188281500821575,2.2027585423155704,1.2873680501754317,101.50917246277756,39.5580803116613,79.1161606233226,0
10,MF,0.46330776108319416,1.9912804432718014,2.0416461729714026,102.78483460099478,8.257303164494665,16.51460632898933,0
13,MF,0.3841760638240348,1.6497370514960954,0.39889438249171527,99.43829497252166,27.317339844545586,54.63467968909117,0
24,MF,0.471913193248758,2.0133842351673525,1.8401847761532375,98.69515673437752,20.407508576598868,40.815017153197736,0
25,MF,0.41439355851800674,1.8100752381323777,2.954388428565037,101.70370237641704,24.23267038794701,48.46534077589402,0
26,MF,0.437271953239079,1.8633456994576976,1.329314826666858,97.48815969607439,13.70133620216989,27.40267240433978,0
31,MF,1.637021492853242,7.150570484830976,22.915197365520896,18.649212027654297,17.023541616453514,34.04708323290703,1
35,MF,2.453009993139456,10.512149295072554,28.55819547863425,18.13985222800294,46.344080304744814,92.68816060948963,1
41,MF,3.4526086477157945,14.934651700674687,30.931469359861772,18.63822799242405,21.81637008261498,43.63274016522996,1
42,MF,3.4678887853830163,15.150474699212243,32.24501006489903,20.960320630438165,46.2931137023926,92.5862274047852,1
43,MF,4.1645665085103865,17.761480049489958,43.03636050334477,18.206872540455798,48.45294421334614,96.90588842669229,1
44,MF,3.946532619539697,16.762403730889623,57.39712457437136,18.37066630051117,28.65523756089004,57.31047512178008,1
46,MF,3.890682737391431,16.596166447808343,50.87615760575073,18.403158977895288,7.570101959255603,15.140203918511206,1
49,MF,4.612256944609552,19.866364615627717,37.06160122427092,18.677631295469006,12.626269856983342,25.252539713966684,1
64,MF,4.619654971097884,18.736508544892843,31.010763123460137,18.91061795532205,19.559962588189407,39.119925176378814,1
78,MF,0.4189998618917167,1.8241906990368961,0.6763280125247638,97.12009379235322,35.91846892267591,71.83693784535183,0
79,MF,0.48365455183682726,2.0873514983868238,3.2601072277249954,100.7806734671052,19.42148347745114,38.84296695490228,0
95,MF,0.37282892717289096,1.6307573341233699,1.9519864768141781,99.20344099902523,28.39424988633424,56.78849977266848,0
97,MF,0.40652565328402535,1.7544127817977693,2.8380168074174703,99.63697947489194,22.23605744269877,44.47211488539754,0
105,MF,0.502312608322033,2.141118720169412,3.2290283714646297,98.85579829202872,4.150856336944248,8.301712673888495,0
108,MF,0.4098634482950013,1.7618005424384084,3.052806473621655,102.05798703086626,27.49994916840755,54.9998983368151,0
109,MF,0.3819566981529571,1.6386200360196828,0.8194684602252743,97.34586455519718,19.955558368497236,39.91111673699447,0
110,MF,0.5187739165128338,2.2200975499375937,1.1652086904493961,97.06262217331152,19.276782974972786,38.55356594994557,0
121,MF,0.4127018627568846,1.7620721807789088,0.8970603323504016,99.22290377578176,24.15887250084568,48.31774500169136,0
130,MF,0.42682027306366643,1.82440539324111,1.8275323320419445,102.86441113031086,30.919933573942266,61.83986714788453,0
134,MF,0.4653590499352763,2.0103423803744467,3.3845477829999013,99.07339644249912,15.970516330168463,31.941032660336926,0
139,MF,0.39297073908357844,1.7122255095797805,2.9620938664750462,97.89300898222713,27.517070863424138,55.034141726848276,0
141,MF,0.3867494854598925,1.6597786047137189,2.9605311976887245,100.56789296924808,9.730767028583644,19.461534057167288,0
148,MF,0.38058022000653735,1.6506837377407355,1.7031947136070882,102.8491805270457,21.489562148500205,42.97912429700041,0
150,MF,0.42774010451279487,1.8294428761926516,0.07494360677148261,102.02740829750769,36.658266500191196,73.31653300038239,0
160,MF,0.36179520563461454,1.582760127196711,0.8740346617685603,97.94496045201416,20.263790468631612,40.527580937263224,0
175,MF,0.49740035951560113,2.13101861141491,0.01599099823439192,97.91929683228776,15.0784217443273,30.1568434886546,0
177,MF,0.5050599935488732,2.16656875980789,0.574086052220892,101.57670325676375,33.130621237806544,66.26124247561309,0
