Packet ID,Modal Type,Hop Latency (us),e2e Delay (us),Queue Occupancy (kb),IAT (ns),Hop Jitter (ns),e2e Jitter (ns),Is Anomaly
0,GEO,2.7637382997385664,11.780707701847922,148.16007855384456,402.94902773642764,101.12575612700117,202.25151225400234,0
5,GEO,2.2478654727724203,9.764521919376513,94.28605740727869,406.1033986526438,90.55062279940363,181.10124559880725,0
14,GEO,2.4143316925958827,10.421902890075982,297.6577767738964,397.8211253657146,232.68615964472883,465.37231928945766,0
18,GEO,3.0091860042856027,12.963092119723392,228.79118161947008,397.8397559398241,24.34899721828939,48.69799443657878,0
26,GEO,2.770683848259403,11.830853418123054,276.8088753731072,396.8355598020989,50.26859594009342,100.53719188018684,0
28,GEO,2.443345233610966,10.505837253972896,257.4482168751087,403.8334064686678,43.791828229433776,87.58365645886755,0
29,GEO,3.0684321757230504,13.161693141975334,242.0368768842464,398.5926334951573,80.45784978925448,160.91569957850896,0
34,GEO,3.031663014326111,12.904677550008266,278.7654686537252,390.4447735833288,146.89677165931843,293.79354331863686,0
40,GEO,3.0410646244895956,13.097954065390546,176.60435639916193,388.9596753857933,159.92082153892028,319.84164307784056,0
45,GEO,2.3169617434308396,10.185040099382961,333.2321772638922,392.85964896322304,107.82431723865463,215.64863447730926,0
49,GEO,2.980628680958473,12.836064011748736,174.0514734375035,411.8096584297529,99.62905521933274,199.25811043866548,0
53,GEO,2.3102166111954276,9.920323135910659,155.31785789237202,411.66690475016946,223.75630967016048,447.51261934032095,0
71,GEO,2.754686209726893,11.776671363210836,214.75222781144416,407.77996694323974,135.62181928989796,271.2436385797959,0
76,GEO,2.9777462625267446,12.66870908508488,335.55624495124266,392.2569535211339,122.59088326339085,245.1817665267817,0
95,GEO,3.024097110275926,12.767673729125645,225.09434534666846,404.176850534627,226.09600429378673,452.19200858757347,0
102,GEO,2.5709270111609377,11.038765537177959,213.5510067230315,408.04930987638636,128.3513510386601,256.7027020773202,0
108,GEO,2.3022771077919355,9.977108028992125,266.0255849690532,389.11674885728087,196.211887865657,392.423775731314,0
112,GEO,2.5218116799054657,10.989516393844903,231.5570114882346,410.62661307502947,124.41326296979146,248.82652593958292,0
117,GEO,2.6120151680464487,11.222661275017547,191.37117396104455,398.9245433749013,190.75587060285207,381.51174120570414,0
118,GEO,2.974116940465603,12.830718798436752,267.10671498414354,394.2535604261572,35.29128766513127,70.58257533026254,0
124,GEO,2.7076756961397708,11.751237211249562,248.22576569547476,401.9482722827887,201.77126741947149,403.54253483894297,0
127,GEO,2.7781545975652637,11.857491377643044,96.96221327940712,401.91448903850187,87.78327517538712,175.56655035077424,0
132,GEO,2.3490514188724423,10.13601900102536,293.41919121020436,409.65507405090625,142.26752535270288,284.53505070540575,0
136,GEO,2.6786109840041847,11.604591124225236,319.8032259503178,405.23867814798524,76.97665173029871,153.95330346059743,0
141,GEO,2.8656523859903356,12.257464985595366,144.16317100206612,405.03987684731186,54.042758579281525,108.08551715856305,0
149,GEO,2.439195131828632,10.622183411338959,324.7444758566873,406.3263853083954,27.11516542347707,54.23033084695414,0
150,GEO,2.3822294531305865,10.41456780149957,304.8166910462969,402.5569061775356,215.4163236081702,430.8326472163404,0
151,GEO,2.8174076608278877,12.176424453651084,92.10243759082985,397.46036573579863,229.87350292335967,459.74700584671933,0
155,GEO,2.820203148820824,11.998472678787866,211.18735111435225,405.8470187616472,30.940818039495095,61.88163607899019,0
159,GEO,3.076789839297642,12.974142995252489,209.89246156826903,410.1959386317577,79.99207373613466,159.9841474722693,0
171,GEO,3.0598755320767332,13.113524921698206,162.24883045260844,399.9047031121708,168.38231403941253,336.76462807882507,0
175,GEO,2.709517820032453,11.616898607732633,343.919053520892,392.1760422992274,129.59937424167452,259.19874848334905,0
176,GEO,2.7561214648361787,11.949054240485099,194.2169892408212,397.60806731450486,151.04565904756856,302.0913180951371,0
185,GEO,2.1644520768235576,9.369648919899358,279.10029119766955,399.6617721644659,71.23864486012056,142.47728972024112,0
187,GEO,2.510019690611684,10.837388657643064,183.7063086260642,393.6968275839506,148.8794636831048,297.7589273662096,0
203,GEO,2.791889609389348,12.080456963736895,143.5785041478121,406.56782887203696,176.54141611588176,353.0828322317635,0
206,GEO,2.6174414095310206,11.121876258094265,266.62484218570887,397.2866217556135,204.08365435923588,408.16730871847176,0
215,GEO,6.999271037705813,30.261567358158075,1267.7862155809084,89.11182690753822,55.03252137871305,110.0650427574261,1
223,GEO,16.372466573846072,70.69958439452923,2261.7043822105925,86.46112683236964,142.49447690353747,284.98895380707495,1
224,GEO,17.31447623193553,75.79318807812227,2745.4372070710842,79.42711404227049,155.67862100123676,311.3572420024735,1
226,GEO,22.96892794727787,97.90019447550455,2569.6498473637125,83.13776195614946,267.72421725092147,535.4484345018429,1
235,GEO,22.713429429875557,99.15007931544937,3610.1842085115645,86.69683742268839,310.01944269010085,620.0388853802017,1
238,GEO,23.54665553142223,101.34198720815509,2957.4960596323117,74.44768357903425,310.40176796468603,620.8035359293721,1
240,GEO,28.68973813006318,122.88942184935277,4721.057835492765,82.09591756495648,353.5725667843305,707.145133568661,1
247,GEO,28.096815906801112,118.78734712262064,3104.835839785917,83.6825459424557,132.69744017211917,265.39488034423835,1
251,GEO,27.448704447304802,118.96088339294123,4674.868918740133,82.2110614649113,425.2416417114995,850.483283422999,1
257,GEO,26.13601552137934,106.25658854855592,1907.352270115943,75.28456293912267,296.1429664302425,592.285932860485,1
259,GEO,2.5890156973918286,11.244623356614552,279.9610846959781,392.2076215506102,193.68930201404538,387.37860402809076,0
265,GEO,3.1132121410507505,13.173149863666133,201.70050386813114,404.3106447567987,215.1619730700891,430.3239461401782,0
276,GEO,2.5355753644579293,10.848834945475868,97.32041945842445,404.88577338525096,206.12229041394698,412.24458082789397,0
283,GEO,3.05279470019226,13.023331334026912,174.4475257997255,406.0807960105327,148.77366294194732,297.54732588389464,0
284,GEO,2.5297485386710985,10.993336683030194,94.90353974681298,388.4031011933164,237.13471536577023,474.26943073154047,0
291,GEO,2.339103615011539,10.04134486988565,114.4927785106245,408.9934942240578,219.901945224388,439.803890448776,0
297,GEO,2.9248252618786204,12.526344146192013,338.76028696807197,399.76335534696915,88.35512314612872,176.71024629225744,0
300,GEO,2.9457452091022933,12.455306958599948,244.96860708687566,395.79589609493553,159.58326492124422,319.16652984248844,0
302,GEO,2.5447075846571083,10.874416486799143,153.58146456457723,402.41241717227564,97.90735986929589,195.81471973859178,0
314,GEO,2.79838740647801,12.105354426670887,214.432567163369,411.05604297979266,192.06226587161152,384.12453174322303,0
315,GEO,2.606201172462145,11.185658613987277,174.2012287016263,407.6743389811519,220.73779053509534,441.4755810701907,0
320,GEO,3.0542078562738517,13.091736210437942,259.1749264382443,400.6132146235185,85.64955449419944,171.29910898839887,0
325,GEO,2.5853788610837647,11.158578660213509,295.9383792009778,399.5756446357124,113.34059530327565,226.6811906065513,0
342,GEO,2.7224444093772258,11.65012826821766,302.58047962669565,411.44630325729617,78.41914115960282,156.83828231920563,0
351,GEO,2.168812423199055,9.56903387070647,274.31659773446705,403.69311680323455,97.70999729409743,195.41999458819487,0
361,GEO,2.2171634600041688,9.6870139721296,174.95170900559418,406.6002102481833,179.4647651768706,358.9295303537412,0
368,GEO,3.0552772704837534,13.099888113954144,190.06675327558708,400.80183068258367,236.7580038126421,473.5160076252842,0
373,GEO,2.9767899654058287,12.561742150925287,116.45130784520175,401.815877889235,237.04982530916064,474.0996506183213,0
375,GEO,2.532859750427712,10.915259999304242,309.8680433540016,399.8012249075226,222.69913623367538,445.39827246735075,0
382,GEO,2.6647372592887564,11.324103712494818,258.4525781812987,388.65898401652686,32.534743470850735,65.06948694170147,0
387,GEO,2.8047006377530757,12.123767158646844,188.76532362514862,405.8191508801987,46.57798716179079,93.15597432358157,0
389,GEO,3.065444716421007,13.17140349727449,260.17907770427786,394.7686290189972,113.48973102547782,226.97946205095565,0
398,GEO,2.530251355479531,10.832494558929582,135.14573995975266,390.62043577677264,121.63686360588974,243.2737272117795,0
402,GEO,2.444631253832574,10.57911273994531,172.83229881064108,389.4093875288684,198.17844774366168,396.35689548732336,0
404,GEO,2.6465499248151607,11.328975183901404,135.62202348970686,391.4943897662098,236.24447275839205,472.4889455167841,0
409,GEO,2.994488859356877,12.755017100495674,133.66618844048062,407.3567874553611,97.85027251636863,195.70054503273727,0
415,GEO,2.1686053274040784,9.376991560764955,266.34679527303206,403.30603987317755,62.946724150544505,125.89344830108901,0
429,GEO,2.6275328978652293,11.349725729124152,321.82591882378506,391.43785992505246,167.47661971516283,334.95323943032565,0
433,GEO,2.9586714176537,12.639416671734708,188.4136757188825,404.25377871695287,154.27217296352862,308.54434592705724,0
437,GEO,2.187427220491084,9.528730785014655,210.02797925167457,395.1771054188959,189.10269683445762,378.20539366891524,0
438,GEO,3.077434554567455,12.998538397736995,207.68735616154774,401.70402762815615,101.92297647454784,203.84595294909568,0
444,GEO,2.422224717762115,10.587912439581153,268.3411663195469,410.9189614016822,94.8169032501504,189.6338065003008,0
445,GEO,2.424165645792689,10.476903634647488,175.32076146141935,391.384372546499,45.633226906370815,91.26645381274163,0
447,GEO,2.5337325396841024,10.953077766818641,99.82105193330564,405.3165853962974,189.97116204959096,379.9423240991819,0
463,GEO,2.6086269417430863,11.24494576103251,288.35084283214417,396.06921288757115,111.46529692419317,222.93059384838634,0
472,GEO,2.9134130770574465,12.51555206132241,284.32679567631067,410.86207738624205,232.46685521608484,464.9337104321697,0
