Packet ID,Modal Type,Hop Latency (ms),e2e Delay (ms),Queue Occupancy,IAT (us),Hop Jitter (us),e2e Jitter (us),Is Anomaly
4,FlexIP,1.5750507386626476,6.780189131689898,1.96658807773069,102.62433419848809,83.20610219187141,166.41220438374282,0
6,FlexIP,1.6137999637552833,6.830551160887364,2.453820047207252,101.46642759045272,16.39871215563283,32.79742431126566,0
10,FlexIP,1.657934358004,7.0203850224639615,2.7435999368575454,99.88693427394693,69.8143139416567,139.6286278833134,0
11,FlexIP,1.3966826431879287,6.055402300290015,1.1150593105466675,98.2749616053109,30.09674400471768,60.19348800943536,0
14,FlexIP,1.4479514528583934,6.244851208951941,3.7903742274766135,98.56836772978129,26.17403143589514,52.34806287179028,0
15,FlexIP,1.439959616665288,6.160283533009349,0.8448168830582197,100.84040301241835,28.098647664002165,56.19729532800433,0
25,FlexIP,1.4823437615347834,6.40198781258691,3.9170134614156966,98.42054881244968,116.84626856626333,233.69253713252667,0
33,FlexIP,1.3883406469088981,5.993303413006028,0.24946142108682884,98.6325841709739,107.37480492468536,214.74960984937073,0
38,FlexIP,1.451225712244302,6.285778967310188,2.1832396978708566,99.76367932636443,70.04796408749975,140.0959281749995,0
52,FlexIP,1.5315919894021315,6.5409688515465625,3.055616647849019,101.93468932544314,94.55072536635878,189.10145073271755,0
62,FlexIP,1.3833079127559837,5.93844996424295,2.641063819947764,97.0725865241819,18.85006758376924,37.70013516753848,0
68,FlexIP,1.6011229235519011,6.827227794112777,0.028681281173077534,101.68705228386455,81.63746531980793,163.27493063961586,0
69,FlexIP,1.5348584096433526,6.553598761953299,1.6022410938744185,97.29560853753458,108.41804401192208,216.83608802384416,0
73,FlexIP,1.2237846716370422,5.307789505622851,2.263903301940898,99.15642037276477,119.39673227450254,238.79346454900508,0
78,FlexIP,1.539899513384891,6.5136875497373925,1.1576390947555546,102.33720607218994,59.25786720446278,118.51573440892555,0
88,FlexIP,1.2997808361915333,5.609754173529392,1.794432769537551,101.3346176388687,16.342822341293115,32.68564468258623,0
92,FlexIP,1.3193775443425315,5.663688249827499,1.2878811796164618,101.75240395430927,31.48470809591056,62.96941619182112,0
94,FlexIP,1.409181762275472,6.106512675890077,0.4683592618443683,99.87213169108956,99.06865620140616,198.1373124028123,0
95,FlexIP,1.6276952487268357,6.945089190908495,2.778275665876961,100.42354472709707,128.2071909081908,256.4143818163816,0
96,FlexIP,1.5518743245680544,6.699655514868745,0.90753785923574,100.26289803415939,102.89760143583626,205.79520287167253,0
104,FlexIP,5.667340363630714,24.26607238773921,29.49453866329352,19.387806268479537,76.33348817706285,152.6669763541257,1
116,FlexIP,13.339743067963651,57.5945491791067,54.787398652962096,19.15375124308792,121.60443479957239,243.20886959914478,1
119,FlexIP,13.54813773554323,58.51585864249754,69.87521229231416,21.6417686217042,115.9794789409219,231.9589578818438,1
124,FlexIP,12.577173700678216,54.67670506380608,62.21948267446579,19.7572558848914,54.472733210323895,108.94546642064779,1
126,FlexIP,13.292448414208435,56.747793424678314,69.87922737582264,21.613748986524488,98.07342644290603,196.14685288581205,1
128,FlexIP,13.002508345006072,55.78613375793648,50.331330268304,21.446586561279602,55.68914174430422,111.37828348860845,1
130,FlexIP,16.67279338545716,71.51029647063457,56.90363693398462,18.093637372419497,105.23308345235779,210.46616690471558,1
137,FlexIP,1.4082635879218275,6.0456438335555704,2.027730912237067,97.48857911771346,113.97107090115524,227.9421418023105,0
141,FlexIP,1.1726428324117206,5.149999563824784,2.661616905814321,99.84475494133522,49.902544483483,99.805088966966,0
147,FlexIP,1.61308385378797,6.919210754192027,1.8006186006705538,101.05760560636917,57.417822556515596,114.83564511303119,0
158,FlexIP,1.6776173455791015,7.156419633569371,0.18756303782048028,101.59898295750507,122.17287512836207,244.34575025672413,0
159,FlexIP,1.5006072713170326,6.413937103977848,4.205722800600436,101.31078807559204,51.550123099568864,103.10024619913773,0
163,FlexIP,1.5128623601473228,6.474699893049086,3.6955235887843148,102.94658536422527,119.0431886389871,238.0863772779742,0
174,FlexIP,1.2830962999860938,5.626688935353669,0.8626648071613195,101.43235849365746,53.73649817100035,107.4729963420007,0
176,FlexIP,1.3769485934852015,5.905605842573346,3.0098596588690607,101.46560765791995,112.4144375745989,224.8288751491978,0
177,FlexIP,1.258891914671886,5.4238577181137515,2.0977284720601235,98.89694118397672,73.13200382748235,146.2640076549647,0
182,FlexIP,1.4773277174218387,6.346196150418424,2.003089855615535,97.298153448587,122.33997324947049,244.67994649894098,0
188,FlexIP,1.4826443132014921,6.375310402943663,0.8375770493176683,97.50813073713958,16.167192393937448,32.334384787874896,0
190,FlexIP,1.5692289208133783,6.712654656021618,1.025925773620595,100.73996843386206,88.41873087646853,176.83746175293706,0
195,FlexIP,1.4381731620554548,6.2359992190124025,0.5240341061327519,101.44390896708326,53.2217974462202,106.4435948924404,0
203,FlexIP,1.6822594773934538,7.195201533442505,0.4124326036722648,101.48392406664337,57.01332030433474,114.02664060866948,0
207,FlexIP,1.5757095122442357,6.777160173283167,0.1045450949852832,99.57318239065039,93.91218739315362,187.82437478630723,0
208,FlexIP,1.3037981726875296,5.66325212389442,3.793029869353035,101.69854963680692,121.41915194281069,242.83830388562137,0
211,FlexIP,1.410532592904085,6.0440417914145685,4.212622241364163,98.90945066049194,77.61374244686544,155.2274848937309,0
236,FlexIP,1.3431141241994655,5.870949645786264,1.4493500830973816,102.44680898991328,73.47588622414764,146.9517724482953,0
247,FlexIP,1.548638648541715,6.672955539530119,3.8837462272255725,102.97597252084054,124.54386625529534,249.08773251059068,0
248,FlexIP,1.3342493634391894,5.742704928540315,4.195230734389483,101.73322488967167,45.26143508422392,90.52287016844784,0
250,FlexIP,1.3878724690377837,5.954032488879681,0.6284097171617666,102.29648257184631,34.533581569343056,69.06716313868611,0
253,FlexIP,1.5910269092075906,6.819903625240497,3.6708167879702063,98.49568761473489,42.41917775364974,84.83835550729948,0
259,FlexIP,1.3564972544743144,5.914403941184803,1.7251040304882321,99.79804090973404,63.12274842297097,126.24549684594194,0
262,FlexIP,1.3541327922186541,5.7679538417308125,0.8252397821549486,100.92488820864625,91.62343368844128,183.24686737688256,0
265,FlexIP,1.2045131685074217,5.240813979303716,0.77367519168324,98.21066101729633,89.34480671958201,178.68961343916402,0
271,FlexIP,1.4780433160402067,6.339343873814408,2.4971945530480357,101.63336172720807,118.85317228867703,237.70634457735406,0
274,FlexIP,1.3606778614603745,5.907026779886078,1.0201051967849533,102.2381555050467,86.88908028869635,173.7781605773927,0
